id;record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
1475;P002_0415;T002;2024-02-19;8821.80;19.21;4.79;2024;30.71
1476;P002_0416;T002;2024-02-20;9471.60;22.54;1.46;2024;29.40
1477;P002_0417;T002;2024-02-21;1438.47;20.75;3.25;2024;29.46
1478;P002_0418;T002;2024-02-22;5028.67;21.20;2.80;2024;28.18
1479;P002_0419;T002;2024-02-23;3696.87;21.52;2.48;2024;28.98
1480;P002_0420;T002;2024-02-24;8160.13;22.50;1.50;2024;26.10
1481;P002_0421;T002;2024-02-25;857.01;23.00;1.00;2024;27.55
1482;P002_0422;T002;2024-02-26;4566.45;22.77;1.23;2024;28.62
1483;P002_0423;T002;2024-02-27;5399.95;19.92;4.08;2024;30.55
1484;P002_0424;T002;2024-02-28;217.34;20.85;3.15;2024;25.47
1485;P002_0425;T002;2024-02-29;707.34;21.35;2.65;2024;25.70
1486;P002_0426;T002;2024-03-01;118.83;19.79;4.21;2024;23.19
1487;P002_0427;T002;2024-03-02;2339.52;20.51;3.49;2024;24.75
1488;P002_0428;T002;2024-03-03;6695.23;21.59;2.41;2024;22.97
1489;P002_0429;T002;2024-03-04;11342.83;21.82;2.18;2024;22.54
1490;P002_0430;T002;2024-03-05;3323.96;17.85;6.15;2024;20.82
1491;P002_0431;T002;2024-03-06;12282.22;21.81;2.19;2024;22.95
1492;P002_0432;T002;2024-03-07;700.99;20.77;3.23;2024;22.88
1493;P002_0433;T002;2024-03-08;404.39;21.42;2.58;2024;23.25
1494;P002_0434;T002;2024-03-09;3634.77;21.40;2.60;2024;21.29
1495;P002_0435;T002;2024-03-10;5601.06;22.31;1.69;2024;22.78
1496;P002_0436;T002;2024-03-11;3785.84;22.79;1.21;2024;21.25
1497;P002_0437;T002;2024-03-12;278.04;22.56;1.44;2024;23.72
1498;P002_0438;T002;2024-03-13;3820.52;22.86;1.14;2024;23.04
1499;P002_0439;T002;2024-03-14;1119.19;21.38;2.62;2024;20.81
1500;P002_0440;T002;2024-03-15;7774.48;20.83;3.17;2024;21.38
1501;P002_0441;T002;2024-03-16;6863.27;21.63;2.37;2024;22.33
1502;P002_0442;T002;2024-03-17;2069.84;21.81;2.19;2024;22.47
1503;P002_0443;T002;2024-03-18;2902.47;21.10;2.90;2024;21.98
1504;P002_0444;T002;2024-03-19;1697.19;22.10;1.90;2024;24.40
1505;P002_0445;T002;2024-03-20;4450.12;20.76;3.24;2024;21.05
1506;P002_0446;T002;2024-03-21;9128.78;19.74;4.26;2024;22.31
1507;P002_0447;T002;2024-03-22;2313.45;23.00;1.00;2024;23.01
1508;P002_0448;T002;2024-03-23;8042.06;20.98;3.02;2024;20.41
1509;P002_0449;T002;2024-03-24;3820.96;22.21;1.79;2024;21.74
1510;P002_0450;T002;2024-03-25;2727.66;18.77;5.23;2024;21.66
1511;P002_0451;T002;2024-03-26;5308.44;19.73;4.27;2024;20.75
1512;P002_0452;T002;2024-03-27;2549.25;20.48;3.52;2024;20.93
1513;P002_0453;T002;2024-03-28;4676.78;23.04;0.96;2024;23.80
1514;P002_0454;T002;2024-03-29;2237.55;21.95;2.05;2024;22.27
1515;P002_0455;T002;2024-03-30;22647.05;21.61;2.39;2024;26.89
1516;P002_0456;T002;2024-03-31;6562.06;18.90;5.10;2024;24.66
1517;P002_0457;T002;2024-04-01;3717.89;18.95;5.05;2024;19.76
1518;P002_0458;T002;2024-04-02;9029.50;21.98;2.02;2024;17.16
1519;P002_0459;T002;2024-04-03;6536.21;18.71;5.29;2024;16.28
1520;P002_0460;T002;2024-04-04;5999.16;19.52;4.48;2024;15.23
1521;P002_0461;T002;2024-04-05;11988.59;21.47;2.53;2024;15.02
1522;P002_0462;T002;2024-04-06;12299.72;19.61;4.39;2024;24.29
1523;P002_0463;T002;2024-04-07;6008.44;22.68;1.32;2024;21.90
1524;P002_0464;T002;2024-04-08;6217.56;22.87;1.13;2024;14.57
1525;P002_0465;T002;2024-04-09;6477.11;19.33;4.67;2024;18.38
1526;P002_0466;T002;2024-04-10;1058.25;20.11;3.89;2024;19.61
1527;P002_0467;T002;2024-04-11;2102.96;18.04;5.96;2024;19.31
1528;P002_0468;T002;2024-04-12;19131.04;20.05;3.95;2024;22.87
1529;P002_0469;T002;2024-04-13;23850.07;21.41;2.59;2024;21.40
1530;P002_0470;T002;2024-04-14;8229.24;20.80;3.20;2024;14.21
1531;P002_0471;T002;2024-04-15;13361.34;21.87;2.13;2024;20.94
1532;P002_0472;T002;2024-04-16;11223.01;18.90;5.10;2024;18.32
1533;P002_0473;T002;2024-04-17;47356.74;21.90;2.10;2024;20.09
1534;P002_0474;T002;2024-04-18;18449.36;19.51;4.49;2024;22.28
1535;P002_0475;T002;2024-04-19;9304.57;21.05;2.95;2024;18.14
1536;P002_0476;T002;2024-04-20;5551.51;21.11;2.89;2024;17.80
1537;P002_0477;T002;2024-04-21;3288.49;18.91;5.09;2024;20.13
1538;P002_0478;T002;2024-04-22;12022.19;18.50;5.50;2024;16.72
1539;P002_0479;T002;2024-04-23;7857.76;22.20;1.80;2024;16.51
1540;P002_0480;T002;2024-04-24;4872.80;21.79;2.21;2024;15.70
1541;P002_0481;T002;2024-04-25;8764.86;22.86;1.14;2024;15.06
1542;P002_0482;T002;2024-04-26;6023.98;22.09;1.91;2024;20.97
1543;P002_0483;T002;2024-04-27;31009.26;20.86;3.14;2024;20.91
1544;P002_0484;T002;2024-04-28;17902.74;19.08;4.92;2024;17.46
1545;P002_0485;T002;2024-04-29;12550.17;20.86;3.14;2024;15.73
1546;P002_0486;T002;2024-04-30;26373.51;21.13;2.87;2024;20.63
1547;P002_0487;T002;2024-05-01;16228.27;22.67;1.33;2024;16.69
1548;P002_0488;T002;2024-05-02;8345.67;21.45;2.55;2024;12.94
1549;P002_0489;T002;2024-05-03;33215.01;22.57;1.43;2024;14.49
1550;P002_0490;T002;2024-05-04;19063.80;21.41;2.59;2024;15.18
1551;P002_0491;T002;2024-05-05;7460.52;19.65;4.35;2024;18.19
1552;P002_0492;T002;2024-05-06;12964.17;20.90;3.10;2024;16.56
1553;P002_0493;T002;2024-05-07;8968.88;20.93;3.07;2024;16.03
1554;P002_0494;T002;2024-05-08;6226.20;19.51;4.49;2024;19.34
1555;P002_0495;T002;2024-05-09;25415.50;20.54;3.46;2024;12.19
1556;P002_0496;T002;2024-05-10;38388.29;20.54;3.46;2024;15.85
1557;P002_0497;T002;2024-05-11;6612.17;22.65;1.35;2024;14.99
1558;P002_0498;T002;2024-05-12;21629.24;18.44;5.56;2024;15.80
1559;P002_0499;T002;2024-05-13;13418.94;22.98;1.02;2024;16.14
1560;P002_0500;T002;2024-05-14;12417.58;19.67;4.33;2024;12.81
1561;P002_0501;T002;2024-05-15;10684.88;19.02;4.98;2024;16.70
1562;P002_0502;T002;2024-05-16;11281.86;22.65;1.35;2024;13.12
1563;P002_0503;T002;2024-05-17;18409.49;21.34;2.66;2024;14.41
1564;P002_0504;T002;2024-05-18;12761.54;22.90;1.10;2024;15.43
1565;P002_0505;T002;2024-05-19;22076.71;21.40;2.60;2024;14.22
1566;P002_0506;T002;2024-05-20;18542.12;22.39;1.61;2024;16.81
1567;P002_0507;T002;2024-05-21;16496.93;21.65;2.35;2024;14.65
1568;P002_0508;T002;2024-05-22;11685.93;20.83;3.17;2024;16.29
1569;P002_0509;T002;2024-05-23;15284.06;21.80;2.20;2024;13.59
1570;P002_0510;T002;2024-05-24;32138.84;22.81;1.19;2024;14.98
1571;P002_0511;T002;2024-05-25;24286.30;19.80;4.20;2024;14.50
1572;P002_0512;T002;2024-05-26;10658.18;19.91;4.09;2024;14.77
1573;P002_0513;T002;2024-05-27;17028.05;20.44;3.56;2024;13.98
1574;P002_0514;T002;2024-05-28;24783.07;18.21;5.79;2024;12.03
1575;P002_0515;T002;2024-05-29;7521.63;20.50;3.50;2024;15.54
1576;P002_0516;T002;2024-05-30;23185.34;17.86;6.14;2024;15.95
1577;P002_0517;T002;2024-05-31;14527.36;20.72;3.28;2024;18.62
1578;P002_0518;T002;2024-06-01;26906.98;21.68;2.32;2024;10.99
1579;P002_0519;T002;2024-06-02;22041.54;19.40;4.60;2024;11.70
1580;P002_0520;T002;2024-06-03;8092.89;22.31;1.69;2024;12.54
1581;P002_0521;T002;2024-06-04;7706.60;18.59;5.41;2024;15.44
1582;P002_0522;T002;2024-06-05;24792.71;22.70;1.30;2024;12.80
1583;P002_0523;T002;2024-06-06;26306.00;21.50;2.50;2024;15.12
1584;P002_0524;T002;2024-06-07;11575.90;19.32;4.68;2024;11.52
1585;P002_0525;T002;2024-06-08;31842.04;22.92;1.08;2024;14.12
1586;P002_0526;T002;2024-06-09;8504.80;21.00;3.00;2024;11.32
1587;P002_0527;T002;2024-06-10;20206.00;19.72;4.28;2024;12.37
1588;P002_0528;T002;2024-06-11;10944.67;19.00;5.00;2024;12.23
1589;P002_0529;T002;2024-06-12;16252.24;20.86;3.14;2024;12.98
1590;P002_0530;T002;2024-06-13;25171.19;20.70;3.30;2024;12.95
1591;P002_0531;T002;2024-06-14;16136.13;20.44;3.56;2024;11.13
1592;P002_0532;T002;2024-06-15;18440.80;20.97;3.03;2024;12.16
1593;P002_0533;T002;2024-06-16;30251.44;21.40;2.60;2024;13.61
1594;P002_0534;T002;2024-06-17;17682.73;21.07;2.93;2024;17.15
1595;P002_0535;T002;2024-06-18;28385.83;18.18;5.82;2024;6.03
1596;P002_0536;T002;2024-06-19;11988.35;20.71;3.29;2024;9.63
1597;P002_0537;T002;2024-06-20;24328.27;18.04;5.96;2024;13.34
1598;P002_0538;T002;2024-06-21;43537.96;21.63;2.37;2024;12.05
1599;P002_0539;T002;2024-06-22;4929.88;19.99;4.01;2024;12.24
1600;P002_0540;T002;2024-06-23;14427.01;20.80;3.20;2024;13.84
1601;P002_0541;T002;2024-06-24;31364.25;22.71;1.29;2024;13.97
1602;P002_0542;T002;2024-06-25;20175.92;19.86;4.14;2024;10.32
1603;P002_0543;T002;2024-06-26;30902.78;22.27;1.73;2024;10.87
1604;P002_0544;T002;2024-06-27;17357.09;20.12;3.88;2024;10.50
1605;P002_0545;T002;2024-06-28;25540.08;22.26;1.74;2024;10.89
1606;P002_0546;T002;2024-06-29;20232.45;20.56;3.44;2024;12.18
1607;P002_0547;T002;2024-06-30;36182.97;19.63;4.37;2024;10.06
1608;P002_0548;T002;2024-07-01;28175.10;21.31;2.69;2024;9.98
1609;P002_0549;T002;2024-07-02;28703.91;20.02;3.98;2024;5.06
1610;P002_0550;T002;2024-07-03;16210.88;19.83;4.17;2024;11.01
1611;P002_0551;T002;2024-07-04;17633.92;19.97;4.03;2024;6.59
1612;P002_0552;T002;2024-07-05;17598.35;21.15;2.85;2024;10.56
1613;P002_0553;T002;2024-07-06;28023.41;22.94;1.06;2024;9.20
1614;P002_0554;T002;2024-07-07;17296.40;18.38;5.62;2024;7.67
1615;P002_0555;T002;2024-07-08;27578.85;21.13;2.87;2024;8.89
1616;P002_0557;T002;2024-07-10;36478.84;20.76;3.24;2024;7.24
1617;P002_0558;T002;2024-07-11;20890.71;22.27;1.73;2024;17.63
1618;P002_0559;T002;2024-07-12;38194.38;20.74;3.26;2024;8.45
1619;P002_0560;T002;2024-07-13;20535.74;20.81;3.19;2024;11.37
1620;P002_0561;T002;2024-07-14;7124.40;21.71;2.29;2024;12.98
1621;P002_0562;T002;2024-07-15;13958.49;21.12;2.88;2024;14.37
1622;P002_0563;T002;2024-07-16;7514.27;20.47;3.53;2024;9.12
1623;P002_0564;T002;2024-07-17;17834.70;21.48;2.52;2024;12.03
1624;P002_0565;T002;2024-07-18;19502.18;19.45;4.55;2024;12.55
1625;P002_0566;T002;2024-07-19;43040.72;19.89;4.11;2024;7.39
1626;P002_0567;T002;2024-07-20;26390.30;19.99;4.01;2024;9.10
1627;P002_0568;T002;2024-07-21;22436.25;22.62;1.38;2024;9.74
1628;P002_0569;T002;2024-07-22;26383.57;16.06;7.94;2024;10.54
1629;P002_0570;T002;2024-07-23;5518.33;21.71;2.29;2024;10.63
1630;P002_0571;T002;2024-07-24;26348.37;20.65;3.35;2024;11.30
1631;P002_0572;T002;2024-07-25;26063.42;18.93;5.07;2024;8.56
1632;P002_0573;T002;2024-07-26;9533.29;21.55;2.45;2024;10.31
1633;P002_0574;T002;2024-07-27;36906.42;21.72;2.28;2024;9.03
1634;P002_0575;T002;2024-07-28;25575.07;21.55;2.45;2024;8.55
1635;P002_0576;T002;2024-07-29;14763.78;17.03;6.97;2024;9.19
1636;P002_0577;T002;2024-07-30;29361.77;22.51;1.49;2024;10.45
1637;P002_0578;T002;2024-07-31;47861.89;19.49;4.51;2024;11.71
1638;P002_0579;T002;2024-08-01;23319.40;22.05;1.95;2024;12.68
1639;P002_0580;T002;2024-08-02;23480.64;21.80;2.20;2024;12.32
1640;P002_0581;T002;2024-08-03;17254.69;19.56;4.44;2024;12.95
1641;P002_0582;T002;2024-08-04;13426.34;21.36;2.64;2024;11.68
1642;P002_0583;T002;2024-08-05;27789.46;20.51;3.49;2024;14.10
1643;P002_0584;T002;2024-08-06;9816.90;17.82;6.18;2024;11.59
1644;P002_0585;T002;2024-08-07;19460.66;22.48;1.52;2024;8.77
1645;P002_0586;T002;2024-08-08;13158.41;20.11;3.89;2024;10.04
1646;P002_0587;T002;2024-08-09;22505.02;19.55;4.45;2024;11.21
1647;P002_0588;T002;2024-08-10;22824.57;20.86;3.14;2024;11.54
1648;P002_0589;T002;2024-08-11;32396.55;21.47;2.53;2024;12.74
1649;P002_0590;T002;2024-08-12;13738.69;20.85;3.15;2024;11.44
1650;P002_0591;T002;2024-08-13;15724.57;21.47;2.53;2024;12.63
1651;P002_0592;T002;2024-08-14;9186.92;19.24;4.76;2024;11.64
1652;P002_0593;T002;2024-08-15;20013.05;19.74;4.26;2024;11.98
1653;P002_0594;T002;2024-08-16;22455.06;20.60;3.40;2024;11.37
1654;P002_0595;T002;2024-08-17;26551.65;22.28;1.72;2024;10.35
1655;P002_0596;T002;2024-08-18;9590.95;21.02;2.98;2024;10.32
1656;P002_0597;T002;2024-08-19;24245.19;22.96;1.04;2024;13.54
1657;P002_0598;T002;2024-08-20;31135.78;20.62;3.38;2024;14.24
1658;P002_0599;T002;2024-08-21;19972.17;19.42;4.58;2024;14.93
1659;P002_0600;T002;2024-08-22;35426.84;20.83;3.17;2024;12.38
1660;P002_0601;T002;2024-08-23;9280.16;20.77;3.23;2024;14.51
1661;P002_0602;T002;2024-08-24;7514.53;21.39;2.61;2024;13.77
1662;P002_0603;T002;2024-08-25;4493.16;22.39;1.61;2024;15.11
1663;P002_0604;T002;2024-08-26;33331.35;21.61;2.39;2024;14.01
1664;P002_0605;T002;2024-08-27;21562.32;22.63;1.37;2024;12.07
1665;P002_0606;T002;2024-08-28;12678.61;20.17;3.83;2024;11.90
1666;P002_0607;T002;2024-08-29;15002.12;20.52;3.48;2024;11.30
1667;P002_0608;T002;2024-08-30;6444.16;20.18;3.82;2024;11.17
1668;P002_0610;T002;2024-09-01;14495.29;20.74;3.26;2024;17.54
1669;P002_0611;T002;2024-09-02;13958.30;21.36;2.64;2024;16.47
1670;P002_0612;T002;2024-09-03;18887.46;20.03;3.97;2024;18.39
1671;P002_0613;T002;2024-09-04;16286.37;20.71;3.29;2024;16.32
1672;P002_0614;T002;2024-09-05;15689.06;21.66;2.34;2024;15.82
1673;P002_0615;T002;2024-09-06;6435.17;18.18;5.82;2024;17.62
1674;P002_0616;T002;2024-09-07;14386.01;22.85;1.15;2024;19.25
1675;P002_0617;T002;2024-09-08;28478.99;21.07;2.93;2024;15.78
1676;P002_0618;T002;2024-09-09;21283.01;18.35;5.65;2024;16.15
1677;P002_0619;T002;2024-09-10;26473.83;21.19;2.81;2024;13.20
1678;P002_0620;T002;2024-09-11;7419.44;20.42;3.58;2024;16.63
1679;P002_0621;T002;2024-09-12;5132.84;20.51;3.49;2024;18.27
1680;P002_0622;T002;2024-09-13;9322.51;22.41;1.59;2024;16.20
1681;P002_0623;T002;2024-09-14;11046.51;21.70;2.30;2024;18.04
1682;P002_0624;T002;2024-09-15;21243.94;21.32;2.68;2024;17.45
1683;P002_0625;T002;2024-09-16;2699.09;21.77;2.23;2024;16.79
1684;P002_0626;T002;2024-09-17;24825.71;20.73;3.27;2024;18.79
1685;P002_0627;T002;2024-09-18;9522.48;22.43;1.57;2024;11.81
1686;P002_0628;T002;2024-09-19;6444.74;19.17;4.83;2024;12.30
1687;P002_0629;T002;2024-09-20;4618.09;20.66;3.34;2024;14.64
1688;P002_0630;T002;2024-09-21;2244.75;21.01;2.99;2024;16.10
1689;P002_0631;T002;2024-09-22;14806.12;21.48;2.52;2024;19.95
1690;P002_0632;T002;2024-09-23;8672.69;19.95;4.05;2024;17.05
1691;P002_0633;T002;2024-09-24;2699.54;19.24;4.76;2024;16.13
1692;P002_0634;T002;2024-09-25;2699.08;21.02;2.98;2024;16.56
1693;P002_0635;T002;2024-09-26;5956.64;21.49;2.51;2024;15.13
1694;P002_0636;T002;2024-09-27;22109.03;22.56;1.44;2024;17.13
1695;P002_0637;T002;2024-09-28;5769.60;19.31;4.69;2024;19.71
1696;P002_0638;T002;2024-09-29;2130.24;22.91;1.09;2024;15.65
1697;P002_0639;T002;2024-09-30;5838.84;22.82;1.18;2024;18.19
1698;P002_0640;T002;2024-10-01;5915.54;20.56;3.44;2024;14.58
1699;P002_0641;T002;2024-10-02;237.00;19.10;4.90;2024;21.23
1700;P002_0642;T002;2024-10-03;5923.33;21.05;2.95;2024;22.58
1701;P002_0643;T002;2024-10-04;5032.77;20.42;3.58;2024;18.23
1702;P002_0644;T002;2024-10-05;11678.58;21.50;2.50;2024;18.80
1703;P002_0645;T002;2024-10-06;18290.67;19.98;4.02;2024;19.54
1704;P002_0646;T002;2024-10-07;12846.39;23.02;0.98;2024;18.24
1705;P002_0647;T002;2024-10-08;4374.28;18.95;5.05;2024;23.36
1706;P002_0648;T002;2024-10-09;1808.57;18.72;5.28;2024;22.57
1707;P002_0649;T002;2024-10-10;26726.29;23.00;1.00;2024;17.05
1708;P002_0650;T002;2024-10-11;4796.24;18.10;5.90;2024;17.88
1709;P002_0651;T002;2024-10-12;4811.55;21.01;2.99;2024;20.42
1710;P002_0652;T002;2024-10-13;5064.39;22.47;1.53;2024;20.27
1711;P002_0653;T002;2024-10-14;5014.70;21.11;2.89;2024;17.98
1712;P002_0654;T002;2024-10-15;3541.91;18.87;5.13;2024;20.31
1713;P002_0655;T002;2024-10-16;2902.34;20.65;3.35;2024;19.10
1714;P002_0656;T002;2024-10-17;2859.05;20.34;3.66;2024;21.23
1715;P002_0657;T002;2024-10-18;4197.55;21.10;2.90;2024;22.24
1716;P002_0658;T002;2024-10-19;2802.53;21.76;2.24;2024;22.33
1717;P002_0659;T002;2024-10-20;1851.22;19.95;4.05;2024;20.85
1718;P002_0660;T002;2024-10-21;4557.60;23.00;1.00;2024;20.71
1719;P002_0661;T002;2024-10-22;3055.70;20.80;3.20;2024;20.23
1720;P002_0662;T002;2024-10-23;11602.92;21.27;2.73;2024;19.64
1721;P002_0663;T002;2024-10-24;25.37;20.06;3.94;2024;21.83
1722;P002_0664;T002;2024-10-25;9372.87;22.44;1.56;2024;20.64
1723;P002_0665;T002;2024-10-26;8750.88;21.02;2.98;2024;19.99
1724;P002_0666;T002;2024-10-27;160.26;21.48;2.52;2024;17.25
1725;P002_0667;T002;2024-10-28;2220.58;19.94;4.06;2024;22.29
1726;P002_0668;T002;2024-10-29;2012.95;20.14;3.86;2024;21.85
1727;P002_0669;T002;2024-10-30;497.19;21.43;2.57;2024;21.37
1728;P002_0670;T002;2024-10-31;1093.54;19.65;4.35;2024;22.19
1729;P002_0671;T002;2024-11-01;700.67;19.68;4.32;2024;18.39
1730;P002_0672;T002;2024-11-02;9108.92;19.98;4.02;2024;28.70
1731;P002_0673;T002;2024-11-03;6259.44;21.49;2.51;2024;22.75
1732;P002_0674;T002;2024-11-04;7124.05;19.92;4.08;2024;23.47
1733;P002_0675;T002;2024-11-05;5369.66;20.37;3.63;2024;23.74
1734;P002_0676;T002;2024-11-06;521.65;20.90;3.10;2024;24.37
1735;P002_0677;T002;2024-11-07;1008.69;18.00;6.00;2024;25.28
1736;P002_0678;T002;2024-11-08;3349.39;18.77;5.23;2024;24.71
1737;P002_0679;T002;2024-11-09;412.06;21.52;2.48;2024;23.63
1738;P002_0680;T002;2024-11-10;4079.18;19.60;4.40;2024;27.71
1739;P002_0681;T002;2024-11-11;1766.34;22.45;1.55;2024;24.89
1740;P002_0682;T002;2024-11-12;1479.97;22.98;1.02;2024;25.73
1741;P002_0683;T002;2024-11-13;3820.17;21.51;2.49;2024;24.88
1742;P002_0684;T002;2024-11-14;3181.09;22.23;1.77;2024;23.90
1743;P002_0685;T002;2024-11-15;1228.91;21.00;3.00;2024;24.14
1744;P002_0686;T002;2024-11-16;5812.77;21.89;2.11;2024;26.16
1745;P002_0687;T002;2024-11-17;386.65;19.55;4.45;2024;27.28
1746;P002_0688;T002;2024-11-18;3674.28;22.81;1.19;2024;27.38
1747;P002_0689;T002;2024-11-19;3364.39;22.66;1.34;2024;22.17
1748;P002_0690;T002;2024-11-20;1051.01;20.47;3.53;2024;23.06
1749;P002_0691;T002;2024-11-21;2270.90;21.79;2.21;2024;26.59
1750;P002_0692;T002;2024-11-22;203.66;22.75;1.25;2024;25.60
1751;P002_0693;T002;2024-11-23;3939.84;20.91;3.09;2024;26.06
1752;P002_0694;T002;2024-11-24;1127.48;19.53;4.47;2024;24.05
1753;P002_0695;T002;2024-11-25;689.35;21.59;2.41;2024;25.96
1754;P002_0696;T002;2024-11-26;4011.98;20.79;3.21;2024;22.29
1755;P002_0697;T002;2024-11-27;504.97;20.74;3.26;2024;22.99
1756;P002_0698;T002;2024-11-28;85.21;20.00;4.00;2024;23.68
1757;P002_0699;T002;2024-11-29;49.86;18.81;5.19;2024;24.10
1758;P002_0700;T002;2024-11-30;2608.12;20.96;3.04;2024;24.21
1759;P002_0701;T002;2024-12-01;134.25;21.54;2.46;2024;25.92
1760;P002_0702;T002;2024-12-02;5891.90;20.66;3.34;2024;30.44
1761;P002_0703;T002;2024-12-03;0.95;22.31;1.69;2024;29.26
1762;P002_0704;T002;2024-12-04;5021.86;19.88;4.12;2024;28.79
1763;P002_0705;T002;2024-12-05;1263.39;19.90;4.10;2024;31.60
1764;P002_0706;T002;2024-12-06;771.80;21.03;2.97;2024;30.28
1765;P002_0707;T002;2024-12-07;425.00;21.03;2.97;2024;28.72
1766;P002_0708;T002;2024-12-08;1834.18;21.55;2.45;2024;25.03
1767;P002_0709;T002;2024-12-09;794.47;19.61;4.39;2024;30.28
1768;P002_0710;T002;2024-12-10;3617.17;22.33;1.67;2024;24.79
1769;P002_0711;T002;2024-12-11;1203.51;22.22;1.78;2024;30.21
1770;P002_0712;T002;2024-12-12;1112.76;20.55;3.45;2024;28.28
1771;P002_0713;T002;2024-12-13;560.13;22.50;1.50;2024;29.70
1772;P002_0714;T002;2024-12-14;764.70;20.28;3.72;2024;28.53
1773;P002_0715;T002;2024-12-15;1393.25;22.94;1.06;2024;30.10
1774;P002_0716;T002;2024-12-16;6.12;23.00;1.00;2024;30.37
1775;P002_0717;T002;2024-12-17;49.12;21.78;2.22;2024;26.25
1776;P002_0718;T002;2024-12-18;2119.88;20.55;3.45;2024;26.63
1777;P002_0719;T002;2024-12-19;901.68;17.41;6.59;2024;30.34
1778;P002_0720;T002;2024-12-20;613.48;19.67;4.33;2024;29.09
1779;P002_0721;T002;2024-12-21;771.34;19.89;4.11;2024;30.08
1780;P002_0722;T002;2024-12-22;1120.52;19.79;4.21;2024;28.32
1781;P002_0723;T002;2024-12-23;378.07;21.00;3.00;2024;25.44
1782;P002_0724;T002;2024-12-24;189.02;20.56;3.44;2024;30.82
1783;P002_0725;T002;2024-12-25;1067.31;19.95;4.05;2024;29.07
1784;P002_0726;T002;2024-12-26;118.14;19.64;4.36;2024;26.50
1785;P002_0727;T002;2024-12-27;1225.71;19.86;4.14;2024;28.76
1786;P002_0728;T002;2024-12-28;7.59;22.31;1.69;2024;25.17
1787;P002_0729;T002;2024-12-29;2627.74;19.90;4.10;2024;30.29
1788;P002_0730;T002;2024-12-30;1572.48;19.47;4.53;2024;26.87
1789;P002_0731;T002;2024-12-31;1120.37;20.16;3.84;2024;29.63
1790;P002_0732;T002;2025-01-01;3100.23;21.59;2.41;2025;28.81
1791;P002_0733;T002;2025-01-02;6427.05;21.42;2.58;2025;25.00
1792;P002_0734;T002;2025-01-03;2630.20;17.21;6.79;2025;28.78
1793;P002_0735;T002;2025-01-04;0.82;22.41;1.59;2025;28.27
1794;P002_0736;T002;2025-01-05;55.42;22.82;1.18;2025;30.40
1795;P002_0737;T002;2025-01-06;365.71;20.22;3.78;2025;27.90
1796;P002_0738;T002;2025-01-07;833.67;19.83;4.17;2025;29.23
1797;P002_0739;T002;2025-01-08;2016.99;19.88;4.12;2025;28.70
1798;P002_0740;T002;2025-01-09;237.73;20.02;3.98;2025;31.25
1799;P002_0741;T002;2025-01-10;1394.67;20.67;3.33;2025;27.27
1800;P002_0742;T002;2025-01-11;230.16;17.77;6.23;2025;28.72
1801;P002_0743;T002;2025-01-12;338.38;19.25;4.75;2025;28.43
1802;P002_0744;T002;2025-01-13;45.90;22.92;1.08;2025;28.79
1803;P002_0745;T002;2025-01-14;165.18;19.60;4.40;2025;30.72
1804;P002_0746;T002;2025-01-15;55.65;22.49;1.51;2025;31.73
1805;P002_0747;T002;2025-01-16;174.50;21.60;2.40;2025;28.19
1806;P002_0748;T002;2025-01-17;3483.79;17.84;6.16;2025;27.55
1807;P002_0749;T002;2025-01-18;200.95;21.95;2.05;2025;29.70
1808;P002_0750;T002;2025-01-19;13081.10;20.67;3.33;2025;27.02
1809;P002_0751;T002;2025-01-20;1953.10;19.71;4.29;2025;33.71
1810;P002_0752;T002;2025-01-21;1598.44;20.44;3.56;2025;26.22
1811;P002_0753;T002;2025-01-22;315.55;21.53;2.47;2025;26.63
1812;P002_0754;T002;2025-01-23;2934.43;21.85;2.15;2025;28.24
1813;P002_0755;T002;2025-01-24;521.09;22.95;1.05;2025;29.64
1814;P002_0756;T002;2025-01-25;1570.11;22.05;1.95;2025;27.93
1815;P002_0757;T002;2025-01-26;11214.96;19.26;4.74;2025;28.98
1816;P002_0758;T002;2025-01-27;1091.43;20.05;3.95;2025;30.82
1817;P002_0759;T002;2025-01-28;4951.78;22.91;1.09;2025;31.89
1818;P002_0760;T002;2025-01-29;509.62;22.08;1.92;2025;27.59
1819;P002_0761;T002;2025-01-30;1435.72;22.27;1.73;2025;26.58
1820;P002_0762;T002;2025-01-31;7885.04;22.89;1.11;2025;28.50
1821;P002_0763;T002;2025-02-01;630.93;21.07;2.93;2025;26.12
1822;P002_0764;T002;2025-02-02;8956.76;21.99;2.01;2025;26.36
1823;P002_0765;T002;2025-02-03;3125.39;20.58;3.42;2025;31.71
1824;P002_0766;T002;2025-02-04;712.60;19.22;4.78;2025;26.14
1825;P002_0767;T002;2025-02-05;3089.71;20.97;3.03;2025;29.02
1826;P002_0768;T002;2025-02-06;4776.58;22.33;1.67;2025;28.59
1827;P002_0769;T002;2025-02-07;3472.68;20.05;3.95;2025;26.20
1828;P002_0770;T002;2025-02-08;111.68;21.66;2.34;2025;25.14
1829;P002_0771;T002;2025-02-09;764.59;21.71;2.29;2025;25.55
1830;P002_0772;T002;2025-02-10;1426.84;19.55;4.45;2025;27.65
1831;P002_0773;T002;2025-02-11;1773.98;20.05;3.95;2025;27.05
1832;P002_0774;T002;2025-02-12;3593.17;19.93;4.07;2025;29.63
1833;P002_0775;T002;2025-02-13;2487.78;19.78;4.22;2025;25.86
