record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
P003_0968;T003;2025-08-25;9342.096733892138;18.69;5.31;2025;16.75
P003_0969;T003;2025-08-26;10837.187092595033;17.37;6.63;2025;9.49
P003_0970;T003;2025-08-27;5830.172288265131;17.69;6.31;2025;10.6
P003_0971;T003;2025-08-28;25390.990764421105;20.11;3.89;2025;14.27
P003_0972;T003;2025-08-29;2302.6335369763306;19.53;4.47;2025;12.21
P003_0973;T003;2025-08-30;4935.89734885147;19.21;4.79;2025;11.18
P003_0974;T003;2025-08-31;23824.524084584496;20.64;3.36;2025;11.97
P003_0975;T003;2025-09-01;20049.112993984167;19.22;4.78;2025;16.12
P003_0976;T003;2025-09-02;16539.328667002992;19.89;4.11;2025;18.02
P003_0977;T003;2025-09-03;6182.531255877395;19.23;4.77;2025;16.9
P003_0978;T003;2025-09-04;11966.398910907825;20.75;3.25;2025;16.97
P003_0979;T003;2025-09-05;9567.660835814086;15.98;8.02;2025;14.87
P003_0980;T003;2025-09-06;4721.943914676463;18.07;5.93;2025;17.75
P003_0981;T003;2025-09-07;25964.92303509713;20.45;3.55;2025;20.0
P003_0982;T003;2025-09-08;16663.48411516294;18.47;5.53;2025;14.66
P003_0983;T003;2025-09-09;9247.164068847582;20.21;3.79;2025;18.0
P003_0984;T003;2025-09-10;11107.530465850281;19.63;4.37;2025;15.22
P003_0985;T003;2025-09-11;12844.655025417918;19.9;4.1;2025;18.59
P003_0986;T003;2025-09-12;1680.0557594037575;17.32;6.68;2025;21.0
P003_0987;T003;2025-09-13;8747.164041201799;19.39;4.61;2025;13.59
P003_0988;T003;2025-09-14;6402.477726203708;20.33;3.67;2025;16.29
P003_0989;T003;2025-09-15;4869.948852108177;19.4;4.6;2025;17.51
P003_0990;T003;2025-09-16;7862.544521759065;19.48;4.52;2025;20.75
P003_0991;T003;2025-09-17;27982.33486635572;20.67;3.33;2025;14.78
P003_0992;T003;2025-09-18;11529.06620496099;17.54;6.46;2025;11.64
P003_0993;T003;2025-09-19;5777.493626717265;19.04;4.96;2025;20.82
P003_0994;T003;2025-09-20;10538.25537382091;17.28;6.72;2025;20.84
P003_0995;T003;2025-09-21;18610.739141454615;19.96;4.04;2025;21.16
P003_0996;T003;2025-09-22;12694.3235676519;18.29;5.71;2025;16.6
P003_0997;T003;2025-09-23;6911.040198550175;15.94;8.06;2025;18.64
P003_0998;T003;2025-09-24;4978.75351541392;20.4;3.6;2025;17.57
P003_0999;T003;2025-09-25;11692.899979370397;19.27;4.73;2025;17.71
P003_1000;T003;2025-09-26;9145.073382031707;19.77;4.23;2025;18.07
P003_1001;T003;2025-09-27;13084.839035638533;20.74;3.26;2025;17.54
P003_1002;T003;2025-09-28;10395.615243552777;20.11;3.89;2025;16.24
P003_1003;T003;2025-09-29;14818.564113439148;19.18;4.82;2025;16.72
P003_1004;T003;2025-09-30;4369.800097135088;19.49;4.51;2025;15.84
P003_1005;T003;2025-10-01;12930.154720463821;17.48;6.52;2025;16.64
P003_1006;T003;2025-10-02;6775.980286610045;19.11;4.89;2025;21.68
P003_1007;T003;2025-10-03;23387.917168606633;20.76;3.24;2025;20.32
P003_1008;T003;2025-10-04;2915.1022681294353;19.47;4.53;2025;20.93
P003_1009;T003;2025-10-05;16066.895062082822;19.36;4.64;2025;22.57
P003_1010;T003;2025-10-06;6225.519591205227;20.97;3.03;2025;20.79
P003_1011;T003;2025-10-07;2417.698025293756;17.3;6.7;2025;21.28
P003_1012;T003;2025-10-08;3466.40208044798;20.44;3.56;2025;19.14
P003_1013;T003;2025-10-09;3502.5548766345737;17.83;6.17;2025;20.36
P003_1014;T003;2025-10-10;6531.57484818418;20.09;3.91;2025;21.61
P003_1015;T003;2025-10-11;7065.97100412018;19.09;4.91;2025;18.38
P003_1016;T003;2025-10-12;2931.0859288595816;20.54;3.46;2025;21.19
P003_1017;T003;2025-10-13;4053.227878728407;18.29;5.71;2025;21.7
P003_1018;T003;2025-10-14;17430.288179569285;18.63;5.37;2025;18.5
P003_1019;T003;2025-10-15;13561.332397063763;19.93;4.07;2025;20.29
P003_1020;T003;2025-10-16;5645.679693977635;18.39;5.61;2025;18.78
P003_1021;T003;2025-10-17;3912.387665172638;20.13;3.87;2025;17.27
P003_1022;T003;2025-10-18;4345.564079660044;19.1;4.9;2025;19.02
P003_1023;T003;2025-10-19;5802.796753691238;18.74;5.26;2025;23.49
P003_1024;T003;2025-10-20;1189.0589962779586;18.99;5.01;2025;23.13
P003_1025;T003;2025-10-21;2870.285337062554;19.07;4.93;2025;18.38
P003_1026;T003;2025-10-22;439.2827592571767;19.44;4.56;2025;17.96
P003_1027;T003;2025-10-23;5305.099325427871;20.54;3.46;2025;22.18
P003_1028;T003;2025-10-24;0.0;18.87;5.13;2025;28.06
P003_1029;T003;2025-10-25;1904.4314398359395;18.48;5.52;2025;21.45
P003_1030;T003;2025-10-26;10458.61167489887;19.98;4.02;2025;20.09
P003_1031;T003;2025-10-27;699.4494418818387;18.71;5.29;2025;20.82
P003_1032;T003;2025-10-28;439.41418720751943;18.26;5.74;2025;20.55
P003_1033;T003;2025-10-29;2856.303425114551;15.85;8.15;2025;21.63
P003_1034;T003;2025-10-30;6262.52161414788;18.2;5.8;2025;22.84
P003_1035;T003;2025-10-31;8243.171155340287;18.28;5.72;2025;22.36
P003_1036;T003;2025-11-01;1450.1902266097165;18.38;5.62;2025;26.68
P003_1037;T003;2025-11-02;5444.146578596844;18.34;5.66;2025;22.63
P003_1038;T003;2025-11-03;2319.369459883194;21.17;2.83;2025;24.96
P003_1039;T003;2025-11-04;1871.737250011601;18.45;5.55;2025;23.41
P003_1040;T003;2025-11-05;4787.362422721965;18.56;5.44;2025;26.16
P003_1041;T003;2025-11-06;0.0;19.62;4.38;2025;28.45
P003_1042;T003;2025-11-07;197.62081215328402;17.68;6.32;2025;18.02
P003_1043;T003;2025-11-08;7940.617037792606;20.94;3.06;2025;25.88
P003_1044;T003;2025-11-09;6356.827815092636;20.39;3.61;2025;25.55
P003_1045;T003;2025-11-10;731.115926682268;17.87;6.13;2025;28.18
P003_1046;T003;2025-11-11;2945.0035388993874;20.62;3.38;2025;23.26
P003_1047;T003;2025-11-12;3400.8336642424665;21.06;2.94;2025;24.35
P003_1048;T003;2025-11-13;2011.3220256524635;17.31;6.69;2025;23.8
P003_1049;T003;2025-11-14;802.7751169879642;17.32;6.68;2025;25.27
P003_1050;T003;2025-11-15;713.4688876392532;18.37;5.63;2025;26.84
P003_1051;T003;2025-11-16;1435.415961364402;17.46;6.54;2025;22.28
P003_1052;T003;2025-11-17;4338.388917767125;18.69;5.31;2025;24.65
P003_1053;T003;2025-11-18;2799.2828387359114;19.29;4.71;2025;23.68
P003_1054;T003;2025-11-19;927.2653181099008;19.98;4.02;2025;24.05
P003_1055;T003;2025-11-20;3211.0304002982543;19.14;4.86;2025;24.88
P003_1056;T003;2025-11-21;0.7507248600261511;19.32;4.68;2025;22.12
P003_1057;T003;2025-11-22;4542.696186007042;18.18;5.82;2025;26.56
P003_1058;T003;2025-11-23;36.58532484527443;17.58;6.42;2025;27.26
P003_1059;T003;2025-11-24;840.7517852404872;20.07;3.93;2025;27.8
P003_1060;T003;2025-11-25;214.1067300794583;20.35;3.65;2025;24.76
P003_1061;T003;2025-11-26;123.7594955915111;18.71;5.29;2025;23.79
P003_1062;T003;2025-11-27;3726.227847572201;17.77;6.23;2025;22.68
P003_1063;T003;2025-11-28;713.3287523320483;21.2;2.8;2025;27.55
P003_1064;T003;2025-11-29;1468.3277392279485;19.52;4.48;2025;28.9
P003_1065;T003;2025-11-30;1074.367352015825;20.06;3.94;2025;24.73
P003_1066;T003;2025-12-01;1649.0300217163456;20.49;3.51;2025;28.83
P003_1067;T003;2025-12-02;878.0072822665802;17.76;6.24;2025;28.69
P003_1068;T003;2025-12-03;87.93373387439252;21.11;2.89;2025;30.93
P003_1069;T003;2025-12-04;2472.4249850146493;19.18;4.82;2025;31.31
P003_1070;T003;2025-12-05;447.1789882778728;20.29;3.71;2025;28.85
P003_1071;T003;2025-12-06;24.831054385319753;20.94;3.06;2025;29.79
P003_1072;T003;2025-12-07;406.1972480962214;19.04;4.96;2025;28.11
P003_1073;T003;2025-12-08;3349.892244350578;17.66;6.34;2025;30.56
P003_1074;T003;2025-12-09;2176.1824058538245;16.19;7.81;2025;27.9
P003_1075;T003;2025-12-10;447.6190069621072;19.42;4.58;2025;30.31
P003_1076;T003;2025-12-11;589.2350203130992;19.32;4.68;2025;26.94
P003_1077;T003;2025-12-12;552.6334661245087;18.19;5.81;2025;27.71
P003_1078;T003;2025-12-13;5209.631213267361;19.04;4.96;2025;28.75
P003_1079;T003;2025-12-14;1494.9334784125226;20.53;3.47;2025;27.25
P003_1080;T003;2025-12-15;1224.531996525829;20.87;3.13;2025;30.64
P003_1081;T003;2025-12-16;2172.2922406682064;19.29;4.71;2025;30.08
P003_1082;T003;2025-12-17;858.3964495442233;18.94;5.06;2025;28.35
P003_1083;T003;2025-12-18;435.248481680335;19.13;4.87;2025;28.45
P003_1084;T003;2025-12-19;639.7371647536409;19.51;4.49;2025;26.09
P003_1085;T003;2025-12-20;729.0409568039449;18.56;5.44;2025;24.8
P003_1086;T003;2025-12-21;599.3354492012074;18.24;5.76;2025;29.31
P003_1087;T003;2025-12-22;1883.1299621536996;18.62;5.38;2025;25.68
P003_1088;T003;2025-12-23;695.7095414731875;19.63;4.37;2025;28.98
P003_1089;T003;2025-12-24;1354.3775100735502;18.29;5.71;2025;28.05
P003_1090;T003;2025-12-25;662.3081231699382;18.43;5.57;2025;24.65
P003_1091;T003;2025-12-26;754.352031572066;21.13;2.87;2025;29.88
P003_1092;T003;2025-12-27;0.12000509570029684;20.13;3.87;2025;28.31
P003_1093;T003;2025-12-28;1554.7760194684042;18.16;5.84;2025;28.35
P003_1094;T003;2025-12-29;1361.0677941588417;20.17;3.83;2025;25.07
P003_1095;T003;2025-12-30;2066.1977356445027;20.2;3.8;2025;30.87
P003_1096;T003;2025-12-31;0.520022081367953;19.52;4.48;2025;26.08
P004_0001;T004;2023-01-01;4113.55;22.46;1.54;2023;29.58
P004_0002;T004;2023-01-02;1839.97;21.53;2.47;2023;36.88
P004_0003;T004;2023-01-03;311.74;22.43;1.57;2023;28.53
P004_0004;T004;2023-01-04;1433.33;21.07;2.93;2023;24.12
P004_0005;T004;2023-01-05;346.06;21.12;2.88;2023;27.79
P004_0006;T004;2023-01-06;323.94;20.06;3.94;2023;28.49
P004_0007;T004;2023-01-07;983.46;20.77;3.23;2023;31.26
P004_0008;T004;2023-01-08;0.82;20.9;3.1;2023;31.06
P004_0009;T004;2023-01-09;5.6;22.01;1.99;2023;27.41
P004_0010;T004;2023-01-10;302.46;20.98;3.02;2023;29.13
P004_0011;T004;2023-01-11;103.89;20.43;3.57;2023;30.4
P004_0012;T004;2023-01-12;1016.95;20.14;3.86;2023;30.18
P004_0013;T004;2023-01-13;150.57;22.82;1.18;2023;28.03
P004_0014;T004;2023-01-14;33.01;21.12;2.88;2023;31.27
P004_0015;T004;2023-01-15;3807.9;20.85;3.15;2023;26.8
P004_0016;T004;2023-01-16;530.66;19.76;4.24;2023;32.99
P004_0017;T004;2023-01-17;756.42;18.67;5.33;2023;28.66
P004_0018;T004;2023-01-18;38.51;22.87;1.13;2023;32.1
P004_0019;T004;2023-01-19;350.86;21.9;2.1;2023;30.19
P004_0020;T004;2023-01-20;848.33;18.76;5.24;2023;30.37
P004_0021;T004;2023-01-21;91.0;21.45;2.55;2023;29.09
P004_0022;T004;2023-01-22;1505.9;23.0;1.0;2023;25.01
P004_0023;T004;2023-01-23;350.04;21.87;2.13;2023;30.9
P004_0024;T004;2023-01-24;609.83;22.56;1.44;2023;29.84
P004_0025;T004;2023-01-25;362.65;21.28;2.72;2023;29.5
P004_0026;T004;2023-01-26;4748.58;19.12;4.88;2023;32.26
P004_0027;T004;2023-01-27;1073.55;21.52;2.48;2023;27.21
P004_0028;T004;2023-01-28;150.16;21.39;2.61;2023;30.89
P004_0029;T004;2023-01-29;2254.14;19.64;4.36;2023;29.65
P004_0030;T004;2023-01-30;117.48;21.86;2.14;2023;30.88
P004_0031;T004;2023-01-31;1218.09;18.59;5.41;2023;30.08
P004_0032;T004;2023-02-01;5.95;22.95;1.05;2023;26.74
P004_0033;T004;2023-02-02;98.99;20.16;3.84;2023;30.94
P004_0034;T004;2023-02-03;1289.69;19.67;4.33;2023;28.83
P004_0035;T004;2023-02-04;2292.01;20.92;3.08;2023;29.47
P004_0036;T004;2023-02-05;1451.55;21.33;2.67;2023;31.54
P004_0037;T004;2023-02-06;997.86;21.79;2.21;2023;29.67
P004_0038;T004;2023-02-07;871.61;19.6;4.4;2023;26.38
P004_0039;T004;2023-02-08;95.31;20.98;3.02;2023;22.37
P004_0040;T004;2023-02-09;432.78;19.92;4.08;2023;28.84
P004_0041;T004;2023-02-10;742.69;20.67;3.33;2023;27.18
P004_0042;T004;2023-02-11;4132.0;22.75;1.25;2023;28.81
P004_0043;T004;2023-02-12;1858.92;20.47;3.53;2023;29.12
P004_0044;T004;2023-02-13;58.04;22.81;1.19;2023;26.39
P004_0045;T004;2023-02-14;2460.95;22.76;1.24;2023;26.11
P004_0046;T004;2023-02-15;966.23;20.0;4.0;2023;29.36
P004_0047;T004;2023-02-16;626.6;21.18;2.82;2023;31.25
P004_0048;T004;2023-02-17;3181.0;22.68;1.32;2023;30.87
P004_0049;T004;2023-02-18;4689.75;22.77;1.23;2023;29.25
P004_0050;T004;2023-02-19;4037.96;18.56;5.44;2023;27.86
P004_0051;T004;2023-02-20;661.91;21.39;2.61;2023;24.17
P004_0052;T004;2023-02-21;1177.05;20.97;3.03;2023;28.17
P004_0053;T004;2023-02-22;2364.47;22.94;1.06;2023;30.53
P004_0054;T004;2023-02-23;4605.04;19.73;4.27;2023;27.54
P004_0055;T004;2023-02-24;1252.51;20.1;3.9;2023;24.98
P004_0056;T004;2023-02-25;1470.15;20.12;3.88;2023;30.36
P004_0057;T004;2023-02-26;569.73;19.71;4.29;2023;27.2
P004_0058;T004;2023-02-27;527.07;22.49;1.51;2023;27.11
P004_0059;T004;2023-02-28;4519.99;20.17;3.83;2023;27.1
P004_0060;T004;2023-03-01;7327.35;20.26;3.74;2023;24.42
P004_0061;T004;2023-03-02;2028.78;19.11;4.89;2023;24.82
P004_0062;T004;2023-03-03;6489.29;22.93;1.07;2023;24.03
P004_0063;T004;2023-03-04;3922.86;22.46;1.54;2023;22.73
P004_0064;T004;2023-03-05;1439.35;20.5;3.5;2023;17.6
P004_0065;T004;2023-03-06;3909.38;21.0;3.0;2023;19.52
P004_0066;T004;2023-03-07;9673.88;21.92;2.08;2023;24.85
P004_0067;T004;2023-03-08;3418.09;22.53;1.47;2023;23.96
P004_0068;T004;2023-03-09;10513.41;21.91;2.09;2023;20.13
P004_0069;T004;2023-03-10;36.63;20.15;3.85;2023;24.61
P004_0070;T004;2023-03-11;5641.59;19.15;4.85;2023;21.89
P004_0071;T004;2023-03-12;3411.31;19.97;4.03;2023;20.58
P004_0072;T004;2023-03-13;2734.83;20.71;3.29;2023;25.71
P004_0073;T004;2023-03-14;4245.92;19.88;4.12;2023;21.37
P004_0074;T004;2023-03-15;330.63;21.65;2.35;2023;25.48
P004_0075;T004;2023-03-16;2748.03;20.47;3.53;2023;24.73
P004_0076;T004;2023-03-17;4762.66;20.09;3.91;2023;22.16
P004_0077;T004;2023-03-18;9385.92;20.13;3.87;2023;23.44
P004_0078;T004;2023-03-19;2819.61;22.6;1.4;2023;20.41
P004_0079;T004;2023-03-20;1972.15;22.75;1.25;2023;21.8
P004_0080;T004;2023-03-21;2963.02;22.76;1.24;2023;20.28
P004_0081;T004;2023-03-22;8378.22;21.78;2.22;2023;22.03
P004_0082;T004;2023-03-23;5966.18;20.9;3.1;2023;24.92
P004_0083;T004;2023-03-24;3339.65;22.84;1.16;2023;24.3
P004_0084;T004;2023-03-25;7275.98;20.62;3.38;2023;20.55
P004_0085;T004;2023-03-26;5554.05;21.61;2.39;2023;21.73
P004_0086;T004;2023-03-27;9333.54;20.58;3.42;2023;24.62
P004_0087;T004;2023-03-28;2483.55;16.96;7.04;2023;22.74
P004_0088;T004;2023-03-29;5037.13;22.44;1.56;2023;22.78
P004_0089;T004;2023-03-30;4418.92;21.97;2.03;2023;24.57
P004_0090;T004;2023-03-31;1569.31;21.61;2.39;2023;21.67
P004_0091;T004;2023-04-01;6795.11;20.98;3.02;2023;16.78
P004_0092;T004;2023-04-02;7088.32;21.6;2.4;2023;19.79
P004_0093;T004;2023-04-03;6211.0;20.06;3.94;2023;18.34
P004_0094;T004;2023-04-04;5966.5;21.32;2.68;2023;18.24
P004_0095;T004;2023-04-05;1849.53;18.81;5.19;2023;15.08
P004_0096;T004;2023-04-06;5276.77;21.45;2.55;2023;18.23
P004_0097;T004;2023-04-07;5842.29;21.36;2.64;2023;20.91
P004_0098;T004;2023-04-08;3936.19;20.95;3.05;2023;19.22
P004_0099;T004;2023-04-09;6489.12;21.79;2.21;2023;18.77
P004_0100;T004;2023-04-10;9140.35;20.13;3.87;2023;17.9
P004_0101;T004;2023-04-11;19568.13;20.26;3.74;2023;17.07
P004_0102;T004;2023-04-12;8938.71;21.47;2.53;2023;21.53
P004_0103;T004;2023-04-13;10052.01;21.56;2.44;2023;18.49
P004_0104;T004;2023-04-14;7400.42;18.64;5.36;2023;19.68
P004_0105;T004;2023-04-15;1649.82;21.42;2.58;2023;18.08
P004_0106;T004;2023-04-16;8312.13;20.84;3.16;2023;18.25
P004_0107;T004;2023-04-17;9673.57;20.35;3.65;2023;18.17
P004_0108;T004;2023-04-18;29592.89;19.2;4.8;2023;22.87
P004_0109;T004;2023-04-19;7965.38;19.57;4.43;2023;16.77
P004_0110;T004;2023-04-20;12298.7;22.28;1.72;2023;16.24
P004_0111;T004;2023-04-21;9996.03;20.54;3.46;2023;18.39
P004_0112;T004;2023-04-22;3971.94;20.93;3.07;2023;21.07
P004_0113;T004;2023-04-23;17186.92;20.52;3.48;2023;14.43
P004_0114;T004;2023-04-24;16013.08;21.53;2.47;2023;18.66
P004_0115;T004;2023-04-25;14811.67;21.25;2.75;2023;17.51
P004_0116;T004;2023-04-26;6145.12;20.76;3.24;2023;16.63
P004_0117;T004;2023-04-27;25578.5;22.44;1.56;2023;22.02
P004_0118;T004;2023-04-28;4368.56;22.53;1.47;2023;16.83
P004_0119;T004;2023-04-29;15640.98;21.45;2.55;2023;14.39
P004_0120;T004;2023-04-30;32989.41;20.66;3.34;2023;16.9
P004_0121;T004;2023-05-01;6427.87;21.97;2.03;2023;18.95
P004_0122;T004;2023-05-02;8613.55;21.51;2.49;2023;14.3
P004_0123;T004;2023-05-03;14056.94;22.7;1.3;2023;15.0
P004_0124;T004;2023-05-04;9543.22;22.73;1.27;2023;17.47
P004_0125;T004;2023-05-05;4317.65;19.78;4.22;2023;13.36
P004_0126;T004;2023-05-06;12499.33;19.96;4.04;2023;14.36
P004_0127;T004;2023-05-07;6159.66;20.17;3.83;2023;16.52
P004_0128;T004;2023-05-08;19129.27;22.28;1.72;2023;15.17
P004_0129;T004;2023-05-09;6369.71;18.55;5.45;2023;16.75
P004_0130;T004;2023-05-10;29218.35;21.46;2.54;2023;16.98
P004_0131;T004;2023-05-11;9290.16;22.1;1.9;2023;16.15
P004_0132;T004;2023-05-12;12018.72;22.83;1.17;2023;15.87
P004_0133;T004;2023-05-13;21937.9;21.35;2.65;2023;20.32
P004_0134;T004;2023-05-14;6340.15;18.88;5.12;2023;15.17
P004_0135;T004;2023-05-15;14689.6;19.64;4.36;2023;16.41
P004_0136;T004;2023-05-16;25397.26;20.12;3.88;2023;14.68
P004_0137;T004;2023-05-17;5231.94;20.64;3.36;2023;16.7
P004_0138;T004;2023-05-18;16027.03;20.41;3.59;2023;15.16
P004_0139;T004;2023-05-19;18049.91;19.9;4.1;2023;12.47
P004_0140;T004;2023-05-20;23648.88;22.43;1.57;2023;12.04
P004_0141;T004;2023-05-21;7269.07;19.27;4.73;2023;16.58
P004_0142;T004;2023-05-22;7693.77;22.54;1.46;2023;14.65
P004_0143;T004;2023-05-23;21260.88;22.59;1.41;2023;13.54
P004_0144;T004;2023-05-24;20163.01;22.87;1.13;2023;12.91
P004_0145;T004;2023-05-25;18393.26;20.07;3.93;2023;16.24
P004_0146;T004;2023-05-26;21260.81;21.48;2.52;2023;13.22
P004_0147;T004;2023-05-27;11501.86;19.05;4.95;2023;15.88
P004_0148;T004;2023-05-28;23318.05;22.27;1.73;2023;14.18
P004_0149;T004;2023-05-29;20013.41;21.1;2.9;2023;14.72
P004_0150;T004;2023-05-30;11126.35;21.17;2.83;2023;16.67
P004_0151;T004;2023-05-31;37373.39;19.91;4.09;2023;14.08
P004_0152;T004;2023-06-01;18329.26;18.11;5.89;2023;14.79
P004_0153;T004;2023-06-02;8924.45;19.89;4.11;2023;12.03
P004_0154;T004;2023-06-03;24714.06;22.95;1.05;2023;11.82
P004_0155;T004;2023-06-04;11622.82;20.32;3.68;2023;14.4
P004_0156;T004;2023-06-05;27318.22;21.21;2.79;2023;10.66
P004_0157;T004;2023-06-06;29852.03;21.83;2.17;2023;12.02
P004_0158;T004;2023-06-07;12436.59;22.22;1.78;2023;13.35
P004_0159;T004;2023-06-08;32536.74;22.93;1.07;2023;14.31
P004_0160;T004;2023-06-09;22742.1;19.55;4.45;2023;13.61
P004_0161;T004;2023-06-10;22627.91;18.18;5.82;2023;12.76
P004_0162;T004;2023-06-11;47772.55;22.49;1.51;2023;11.23
P004_0163;T004;2023-06-12;16458.42;22.76;1.24;2023;13.6
P004_0164;T004;2023-06-13;13170.63;22.05;1.95;2023;14.82
P004_0165;T004;2023-06-14;11760.49;18.54;5.46;2023;7.86
P004_0166;T004;2023-06-15;13212.13;22.3;1.7;2023;14.01
P004_0167;T004;2023-06-16;17372.04;20.85;3.15;2023;12.39
P004_0168;T004;2023-06-17;23150.73;21.05;2.95;2023;11.52
P004_0169;T004;2023-06-18;23174.68;22.22;1.78;2023;12.45
P004_0170;T004;2023-06-19;30478.91;21.7;2.3;2023;10.0
P004_0171;T004;2023-06-20;17689.75;19.77;4.23;2023;10.76
P004_0172;T004;2023-06-21;35329.25;21.04;2.96;2023;8.45
P004_0173;T004;2023-06-22;16552.14;22.03;1.97;2023;12.74
P004_0174;T004;2023-06-23;62336.07;21.34;2.66;2023;8.93
P004_0175;T004;2023-06-24;27145.25;21.64;2.36;2023;14.34
P004_0176;T004;2023-06-25;12997.29;22.82;1.18;2023;14.97
P004_0177;T004;2023-06-26;11328.58;20.48;3.52;2023;14.4
P004_0178;T004;2023-06-27;26974.76;21.7;2.3;2023;12.37
P004_0179;T004;2023-06-28;13948.13;15.96;8.04;2023;12.0
P004_0180;T004;2023-06-29;27606.2;20.99;3.01;2023;8.49
P004_0181;T004;2023-06-30;27017.59;21.61;2.39;2023;14.79
P004_0182;T004;2023-07-01;17962.66;20.92;3.08;2023;10.58
P004_0183;T004;2023-07-02;14020.02;20.39;3.61;2023;10.63
P004_0184;T004;2023-07-03;8032.49;20.28;3.72;2023;10.59
P004_0185;T004;2023-07-04;17927.7;22.41;1.59;2023;8.35
P004_0186;T004;2023-07-05;32126.28;21.33;2.67;2023;10.64
P004_0187;T004;2023-07-06;23533.52;22.48;1.52;2023;9.67
P004_0188;T004;2023-07-07;9441.94;18.8;5.2;2023;9.29
P004_0189;T004;2023-07-08;21972.81;21.15;2.85;2023;14.54
P004_0190;T004;2023-07-09;22015.38;20.84;3.16;2023;10.71
P004_0191;T004;2023-07-10;12256.46;20.97;3.03;2023;7.03
P004_0192;T004;2023-07-11;20072.07;19.67;4.33;2023;13.37
P004_0193;T004;2023-07-12;19654.64;20.46;3.54;2023;8.19
P004_0194;T004;2023-07-13;10715.08;22.61;1.39;2023;10.67
P004_0195;T004;2023-07-14;21649.39;17.82;6.18;2023;11.15
P004_0196;T004;2023-07-15;29852.4;22.34;1.66;2023;8.23
P004_0197;T004;2023-07-16;34638.92;21.88;2.12;2023;9.92
P004_0198;T004;2023-07-17;33458.44;21.01;2.99;2023;11.66
P004_0199;T004;2023-07-18;9564.57;22.84;1.16;2023;7.83
P004_0200;T004;2023-07-19;10340.2;18.9;5.1;2023;12.28
P004_0201;T004;2023-07-20;22598.02;19.75;4.25;2023;13.84
P004_0202;T004;2023-07-21;25103.88;20.72;3.28;2023;10.1
P004_0203;T004;2023-07-22;26527.17;22.29;1.71;2023;6.47
P004_0204;T004;2023-07-23;81957.88;20.82;3.18;2023;10.87
P004_0205;T004;2023-07-24;27095.74;21.5;2.5;2023;10.77
P004_0206;T004;2023-07-25;30700.23;19.99;4.01;2023;12.53
P004_0207;T004;2023-07-26;28594.28;22.1;1.9;2023;9.67
P004_0208;T004;2023-07-27;26110.42;22.91;1.09;2023;12.35
P004_0209;T004;2023-07-28;17258.89;22.29;1.71;2023;5.65
P004_0210;T004;2023-07-29;27225.47;21.01;2.99;2023;10.79
P004_0211;T004;2023-07-30;12831.28;21.47;2.53;2023;6.08
P004_0212;T004;2023-07-31;18020.47;21.93;2.07;2023;8.79
P004_0213;T004;2023-08-01;15371.23;21.79;2.21;2023;15.28
P004_0214;T004;2023-08-02;20101.91;22.4;1.6;2023;12.45
P004_0215;T004;2023-08-03;48168.93;22.88;1.12;2023;9.82
P004_0216;T004;2023-08-04;5132.03;21.08;2.92;2023;14.65
P004_0217;T004;2023-08-05;24331.58;22.02;1.98;2023;15.51
P004_0218;T004;2023-08-06;6548.16;21.04;2.96;2023;10.6
P004_0219;T004;2023-08-07;13314.35;19.87;4.13;2023;9.49
P004_0220;T004;2023-08-08;27750.31;20.5;3.5;2023;9.95
P004_0221;T004;2023-08-09;17798.15;20.9;3.1;2023;13.59
P004_0222;T004;2023-08-10;7635.48;18.63;5.37;2023;15.04
P004_0223;T004;2023-08-11;11707.99;22.76;1.24;2023;13.88
P004_0224;T004;2023-08-12;18740.81;17.31;6.69;2023;12.89
P004_0225;T004;2023-08-13;10034.0;22.61;1.39;2023;13.9
P004_0226;T004;2023-08-14;18164.03;22.74;1.26;2023;11.89
P004_0227;T004;2023-08-15;16027.42;20.91;3.09;2023;12.21
P004_0228;T004;2023-08-16;10513.59;21.15;2.85;2023;14.16
P004_0229;T004;2023-08-17;37466.83;22.01;1.99;2023;12.13
P004_0230;T004;2023-08-18;17034.45;20.07;3.93;2023;12.68
P004_0231;T004;2023-08-19;3683.67;21.48;2.52;2023;16.37
P004_0232;T004;2023-08-20;15437.91;20.96;3.04;2023;14.33
P004_0233;T004;2023-08-21;9031.97;20.9;3.1;2023;12.57
P004_0234;T004;2023-08-22;21674.13;21.62;2.38;2023;12.12
P004_0235;T004;2023-08-23;7923.08;18.56;5.44;2023;11.89
P004_0236;T004;2023-08-24;12983.9;20.68;3.32;2023;11.96
P004_0237;T004;2023-08-25;15336.45;21.47;2.53;2023;10.65
P004_0238;T004;2023-08-26;19099.38;21.85;2.15;2023;10.53
P004_0239;T004;2023-08-27;5750.26;20.46;3.54;2023;13.42
P004_0240;T004;2023-08-28;11400.61;22.97;1.03;2023;10.22
P004_0241;T004;2023-08-29;9270.69;20.6;3.4;2023;12.3
P004_0242;T004;2023-08-30;8434.84;21.47;2.53;2023;13.16
P004_0243;T004;2023-08-31;30017.43;22.93;1.07;2023;12.61
P004_0244;T004;2023-09-01;14321.04;20.51;3.49;2023;15.51
P004_0245;T004;2023-09-02;4834.06;21.32;2.68;2023;17.9
P004_0246;T004;2023-09-03;19041.27;20.59;3.41;2023;17.91
P004_0247;T004;2023-09-04;32104.08;22.36;1.64;2023;17.02
P004_0248;T004;2023-09-05;19387.68;20.56;3.44;2023;14.59
